SampleID	mean	sd	measure	X.SampleID	Experiment	Farm	Year	farm_number	section	row	block	section_block	farm_block	farm_section_block	farm_section_block_treatment	year_farm_section_block_treatment	Sample_type	DNA	DNA_sample_label	DNA_sample_name	DNA_seq_number	DNA_plate_number	DNA_col	DNA_row	Tissue	DNA_control	Treatment	Seed_source	Disinfection	Inoculation	plot_level	soil_moisture_at_planting	plants_at_planting	approx_plants_at_harvest	cob.weight.grams	cob_weight_g_plot_avg	max_cob_weight_plot	is_disease_score	seed_weight_g_plot	seed_weight_g_block	lb_seeds_plot	lb_seeds_block	cob_count_wk12	cob_count	cobs_per_plant	seeds_per_cob_g	Seeds_per_plant	disease	disease_plot_avg	Height	Height_avg	copies_ITS_all	copies_Fus_all	copies_Fverti_all	copies_Fum_all	perc_Fus_ITS	perc_Fvert_Fus	perc_Fum_Fus	log_copies_ITS_all	log_copies_Fus_all	log_copies_Fverti_all	log_copies_Fum_all
Sample117	8.3403715478	1.1396335687	Inverse Simpson	Sample117	1	OSU	2013	3	0	NA	6	0.6	3.6	3.0.6	3.0.6.1	2013.3.0.6.1	Seed	1		OSU.13.SDH.0.6.1	117	2	3	E	Seed	0	1	1	0	0	1	0.0944777658	120	40	NA	96.512195122	171	NA	659.5	3957	1.4539498051	8.7236988307	54	41	1.025	96.512195122	98.925	0.6497549669	0.6497549669	NA	NA	19661.1252160634	30.110642976	NA	NA	NA	NA	NA	4.2936083691	1.4787200294	NA	NA
Sample118	14.8937045703	2.0645892162	Inverse Simpson	Sample118	1	OSU	2013	3	0	NA	6	0.6	3.6	3.0.6	3.0.6.2	2013.3.0.6.2	Seed	1		OSU.13.SDH.0.6.2	118	2	3	F	Seed	0	2	1	1	0	1	0.0944777658	120	40	NA	89.1785714286	167	NA	832.3333333333	4994	1.8349823924	11.0098943544	50	56	1.4	89.1785714286	124.85	0.6850397351	0.6850397351	NA	NA	20022.2307135971	372.7538713253	NA	NA	NA	NA	NA	4.3015124614	2.5714221626	NA	NA
Sample119	2.7605200683	0.3019901719	Inverse Simpson	Sample119	1	OSU	2013	3	0	NA	6	0.6	3.6	3.0.6	3.0.6.3	2013.3.0.6.3	Seed	1		OSU.13.SDH.0.6.3	119	2	3	G	Seed	0	3	2	0	0	1	0.0944777658	120	40	NA	90.6470588235	172	NA	770.5	4623	1.6986631158	10.1919786945	56	51	1.275	90.6470588235	115.575	0.6728410596	0.6728410596	NA	NA	14420.881662425	23.0846988304	NA	NA	NA	NA	NA	4.158991813	1.363324213	NA	NA
Sample120	6.1422057322	0.8928585611	Inverse Simpson	Sample120	1	OSU	2013	3	0	NA	6	0.6	3.6	3.0.6	3.0.6.4	2013.3.0.6.4	Seed	1		OSU.13.SDH.0.6.4	120	2	3	H	Seed	0	4	2	1	0	1	0.0944777658	120	40	NA	91.1956521739	152	NA	699.1666666667	4195	1.5413999071	9.2483994427	60	46	1.15	91.1956521739	104.875	0.7980993377	0.7980993377	NA	NA	11546.3281455651	20.1714367771	NA	NA	NA	NA	NA	4.0624438959	1.3047368334	NA	NA
Sample121	12.7324349855	1.8765654183	Inverse Simpson	Sample121	1	AS	2014	1	1	1	1	1.1	1.1	1.1.1	1.1.1.2	2014.1.1.1.2	Seed	1		AS.14.SDH.1.1.2	121	2	4	A	Seed	0	2	3	1	0	1	NA	20	18	NA	136.2916666667	181	1	2201.9	NA	4.85	NA	NA	24	1.3333333333	91.7458333333	122.3277777778	0.528999622	0.505555203	170	119	29831.7658741121	8835.7885862424	5157.5699687688	171.181858344	29.6187246291	58.3713600481	1.9373693324	4.4746935198	3.9462944649	3.7125293255	2.2359873908
Sample122	12.8429125546	1.452080096	Inverse Simpson	Sample122	1	PC	2014	2	1	1	1	1.1	2.1	2.1.1	2.1.1.1	2014.2.1.1.1	Seed	1		PC.14.SDH.1.1.1	122	2	4	B	Seed	0	1	3	0	0	1	NA	16	15	NA	76.7058823529	127	1	1027	NA	2.2621145374	NA	NA	17	1.1333333333	60.4117647059	68.4666666667	0.5905179328	0.5905179328	NA	NA	19411.1549904403	525.0487591488	308.3627893608	8.4012466338	2.7048815972	58.7303148494	1.6000888465	4.2880737501	2.7210260005	2.4904680749	0.9731854462
Sample123	21.9029790169	2.3998192391	Inverse Simpson	Sample123	1	OSU	2014	3	1	1	4	1.4	3.4	3.1.4	3.1.4.1	2014.3.1.4.1	Seed	1		OSU.14.SDH.1.4.1	123	2	4	C	Seed	0	1	3	0	0	1	NA	24	22	NA	82.4483333333	133.06	1	835	NA	1.8392070485	NA	NA	12	0.5454545455	69.5833333333	37.9545454545	0.717339866	0.7069984669	NA	NA	32672.9820437778	61.009812084	73.673274528	0	0.186728631	120.756435746	0	4.514202066	1.7924604153	1.8731651962	0
Sample124	14.0455773854	1.3989802047	Inverse Simpson	Sample124	1	OSU	2014	3	1	1	5	1.5	3.5	3.1.5	3.1.5.1	2014.3.1.5.1	Seed	1		OSU.14.SDH.1.5.1	124	2	4	D	Seed	0	1	3	0	0	1	NA	24	22	NA	98.4	135.1	1	712.1	NA	1.5685022026	NA	NA	9	0.4090909091	79.1222222222	32.3681818182	0.6936678771	0.6751439549	NA	NA	24829.0711600535	21.0582185976	24.8669240688	0.0707890534	0.0848127522	118.086551118	0.3361587927	4.3949779642	1.3435704363	1.4127447882	0.0297039228
Sample125	12.6503665645	1.9224552599	Inverse Simpson	Sample125	1	AS	2014	1	1	1	1	1.1	1.1	1.1.1	1.1.1.3	2014.1.1.1.3	Seed	1		AS.14.SDH.1.1.3	125	2	4	E	Seed	0	3	3	0	1	1	NA	20	18	NA	93.8603076923	154.224	1	1775.14	NA	3.91	NA	NA	26	1.4444444444	68.2746153846	98.6188888889	0.6423729421	0.643955906	143	115	30323.0891214626	603.461502264	495.7405040304	11.8629775842	1.9901056249	82.1494829696	1.9658217699	4.4817877643	2.7813686462	2.6961295736	1.1093415128
Sample126	13.9078282482	1.5539420752	Inverse Simpson	Sample126	1	PC	2014	2	1	1	1	1.1	2.1	2.1.1	2.1.1.3	2014.2.1.1.3	Seed	1		PC.14.SDH.1.1.3	126	2	4	F	Seed	0	3	3	0	1	1	NA	16	15	NA	78	104	1	688	NA	1.5154185022	NA	NA	11	0.7333333333	62.5454545455	45.8666666667	0.5974097601	0.5974097601	NA	NA	28851.3246227061	3.1233087504	3.0539714328	0	0.0108255298	97.7800043755	0	4.4601808099	0.6152458557	0.607880684	0
Sample127	8.1468219618	1.3749407247	Inverse Simpson	Sample127	1	OSU	2014	3	1	2	3	1.3	3.3	3.1.3	3.1.3.7	2014.3.1.3.7	Seed	1		OSU.14.SDH.2.3.7	127	2	4	G	Seed	0	7	4	0	1	1	NA	24	22	NA	73.8235294118	137	1	1043	NA	2.2973568282	NA	NA	17	0.7727272727	61.3529411765	47.4090909091	0.6707069993	0.678252882	NA	NA	38343.1616106596	14.0075010912	0	0	0.0365319408	0	0	4.5836992464	1.1763083836	0	0
Sample128	15.6770855664	2.8446253217	Inverse Simpson	Sample128	1	OSU	2014	3	1	2	4	1.4	3.4	3.1.4	3.1.4.6	2014.3.1.4.6	Seed	1		OSU.14.SDH.2.4.6	128	2	4	H	Seed	0	6	4	1	0	1	NA	24	22	NA	80.6923076923	133	1	865	NA	1.9052863436	NA	NA	13	0.5909090909	66.5384615385	39.3181818182	0.7268296425	0.7971587381	NA	NA	44778.0399317433	230.8885318296	376.66333734	0	0.5156289382	163.1364426614	0	4.651074778	2.3652792709	2.5771048266	0
Sample129	10.321204742	1.6144986178	Inverse Simpson	Sample129	1	AS	2014	1	1	1	2	1.2	1.2	1.1.2	1.1.2.2	2014.1.1.2.2	Seed	1		AS.14.SDH.1.2.2	129	2	5	A	Seed	0	2	3	1	0	1	NA	20	18	NA	109.2352941176	166	1	1284.82	NA	2.83	NA	NA	17	0.9444444444	75.5776470588	71.3788888889	0.5941253073	0.5289789297	183	156	46055.6520110427	6178.3578715776	5370.4517840568	147.7498069326	13.4149829647	86.9236113493	2.391409012	4.6632923647	3.7909433477	3.7300916817	2.1724564107
Sample130	14.3168818218	1.8991545773	Inverse Simpson	Sample130	1	PC	2014	2	1	1	1	1.1	2.1	2.1.1	2.1.1.4	2014.2.1.1.4	Seed	1		PC.14.SDH.1.1.4	130	2	5	B	Seed	0	4	3	1	1	1	NA	16	15	NA	77.8745454545	131.27	1	652	NA	1.436123348	NA	NA	11	0.7333333333	59.2727272727	43.4666666667	0.638553297	0.638553297	NA	NA	24160.3828359153	180.4678189776	160.9936721232	6.1907423864	0.7469576132	89.2090750779	3.4303857726	4.3831217868	2.2587996196	2.2094980502	0.8567737301
Sample131	10.6601849714	1.3544582326	Inverse Simpson	Sample131	1	OSU	2014	3	1	2	5	1.5	3.5	3.1.5	3.1.5.2	2014.3.1.5.2	Seed	1		OSU.14.SDH.2.5.2	131	2	5	C	Seed	0	2	3	1	0	1	NA	24	22	NA	76.2	143	1	957	NA	2.1079295154	NA	NA	15	0.6818181818	63.8	43.5	0.6915030271	0.716763555	NA	NA	33854.4689201193	5.7354891936	0	0	0.0169416014	0	0	4.5296288334	0.8283691437	0	0
Sample132	12.6922368126	1.9019926474	Inverse Simpson	Sample132	1	OSU	2014	3	1	3	2	1.2	3.2	3.1.2	3.1.2.4	2014.3.1.2.4	Seed	1		OSU.14.SDH.3.2.4	132	2	5	D	Seed	0	4	3	1	1	1	NA	24	22	NA	81.65	139	1	1368	NA	3.013215859	NA	NA	20	0.9090909091	68.4	62.1818181818	0.6700820741	0.6773823625	NA	NA	32796.8399243165	775.0076052792	254.7396547152	0	2.3630557306	32.8693103113	0	4.5158452419	2.8898659776	2.4077980745	0
Sample133	15.5662027067	2.5753119987	Inverse Simpson	Sample133	1	AS	2014	1	1	1	2	1.2	1.2	1.1.2	1.1.2.4	2014.1.1.2.4	Seed	1		AS.14.SDH.1.2.4	133	2	5	E	Seed	0	4	3	1	1	1	NA	20	18	NA	117.3846153846	180	1	1039.66	NA	2.29	NA	NA	13	0.7222222222	79.9738461538	57.7588888889	0.7911784424	0.6550332043	154	154.5	40974.8604662316	7.2676200456	0	0	0.017736778	0	0	4.6125280822	0.9173805096	0	0
Sample134	17.9779758883	2.6652840577	Inverse Simpson	Sample134	1	PC	2014	2	1	1	2	1.2	2.2	2.1.2	2.1.2.1	2014.2.1.2.1	Seed	1		PC.14.SDH.1.2.1	134	2	5	F	Seed	0	1	3	0	0	1	NA	16	15	NA	82.8892307692	131.06	1	893	NA	1.9669603524	NA	NA	13	0.8666666667	68.6923076923	59.5333333333	0.6824451811	0.6824451811	NA	NA	26420.3849310817	302.5893433128	200.0249781168	4.7977141784	1.1452874139	66.1044357765	1.5855529233	4.4219555783	2.4822865228	2.3032500235	0.7632568013
Sample135	21.893591669	2.6262617566	Inverse Simpson	Sample135	1	OSU	2014	3	1	5	4	1.4	3.4	3.1.4	3.1.4.5	2014.3.1.4.5	Seed	1		OSU.14.SDH.5.4.5	135	2	5	G	Seed	0	5	4	0	0	1	NA	24	22	NA	81.5	124	1	941	NA	2.0726872247	NA	NA	14	0.6363636364	67.2142857143	42.7727272727	0.7594638013	0.7522428475	NA	NA	25594.1845523591	5.1876941688	0	0	0.0202690348	0	0	4.4081582653	0.7915288402	0	0
Sample136	3.378671505	0.4805199638	Inverse Simpson	Sample136	1	OSU	2014	3	1	6	1	1.1	3.1	3.1.1	3.1.1.4	2014.3.1.1.4	Seed	1		OSU.14.SDH.6.1.4	136	2	5	H	Seed	0	4	3	1	1	1	NA	24	22	NA	78.2631578947	149	1	1253	NA	2.7599118943	NA	NA	19	0.8636363636	65.9473684211	56.9545454545	0.6599908329	0.6515372302	NA	NA	26645.8052212234	145.65395166	29.4325140216	0	0.5466299496	20.2071510496	0	4.4256451474	2.1662937697	1.4833378308	0
Sample137	19.5565182617	2.3879631071	Inverse Simpson	Sample137	1	AS	2014	1	1	2	1	1.1	1.1	1.1.1	1.1.1.1	2014.1.1.1.1	Seed	1		AS.14.SDH.2.1.1	137	2	6	A	Seed	0	1	3	0	0	1	NA	20	18	NA	94.6666666667	167	1	971.56	NA	2.14	NA	NA	15	0.8333333333	64.7706666667	53.9755555556	0.6279779723	0.6161247113	143	127.5	30978.5567594253	416.7433397184	386.241312216	11.7841835486	1.3452638964	92.6808602333	2.8276837145	4.4910751998	2.6209095345	2.5879816831	1.1066729974
Sample138	8.3444175224	1.3023114558	Inverse Simpson	Sample138	1	PC	2014	2	1	1	1	1.1	2.1	2.1.1	2.1.1.2	2014.2.1.1.2	Seed	1		PC.14.SDH.1.1.2	138	2	6	B	Seed	0	2	3	1	0	1	NA	16	15	NA	75	125	1	441	NA	0.9713656388	NA	NA	8	0.5333333333	55.125	29.4	0.7004601205	0.7004601205	NA	NA	19823.1565194207	268.7765847408	161.3241987192	3.6102040181	1.3558717779	60.0216714841	1.3431988585	4.297194718	2.4310042524	2.2103832677	0.6637201449
Sample139	8.823259834	1.0829829563	Inverse Simpson	Sample139	1	OSU	2014	3	1	7	1	1.1	3.1	3.1.1	3.1.1.8	2014.3.1.1.8	Seed	1		OSU.14.SDH.7.1.8	139	2	6	C	Seed	0	8	4	1	1	1	NA	24	22	NA	81.0625	125	1	1055	NA	2.3237885463	NA	NA	16	0.7272727273	65.9375	47.9545454545	0.6921341283	0.7074144035	NA	NA	31176.0746312874	62.9567646984	84.89849046	0.1526159651	0.2019393572	134.8520542101	0.2424139262	4.4938353626	1.8058864865	1.9339855318	0.0616846308
Sample140	12.3559209749	1.345388452	Inverse Simpson	Sample140	1	OSU	2014	3	2	9	2	2.2	3.2	3.2.2	3.2.2.8	2014.3.2.2.8	Seed	1		OSU.14.SDH.9.2.8	140	2	6	D	Seed	0	8	4	1	1	1	NA	24	22	NA	72.76	111.8	1	831.5	NA	1.8314977974	NA	NA	14	0.6363636364	59.3928571429	37.7954545455	0.7421955174	0.6884755197	NA	NA	32340.3285710029	1478.2774294152	0	0	4.5710031244	0	0	4.5097578566	3.1700496309	0	0
Sample141	14.3211287225	1.8409291262	Inverse Simpson	Sample141	1	AS	2014	1	1	2	1	1.1	1.1	1.1.1	1.1.1.4	2014.1.1.1.4	Seed	1		AS.14.SDH.2.1.4	141	2	6	E	Seed	0	4	3	1	1	1	NA	20	18	NA	130.1052631579	220	1	1598.08	NA	3.52	NA	NA	19	1.0555555556	84.1094736842	88.7822222222	0.5417667946	0.5820478793	116	149.5	29943.0258077096	1701.4583180136	1826.0976931032	37.5716948299	5.682319245	107.3254439307	2.2082054219	4.4763101884	3.2310764877	3.2617617693	1.5862687221
Sample142	6.1089542818	0.7487534386	Inverse Simpson	Sample142	1	PC	2014	2	1	1	2	1.2	2.2	2.1.2	2.1.2.2	2014.2.1.2.2	Seed	1		PC.14.SDH.1.2.2	142	2	6	F	Seed	0	2	3	1	0	1	NA	16	15	NA	72.1538461538	111	1	707	NA	1.5572687225	NA	NA	13	0.8666666667	54.3846153846	47.1333333333	0.5857201571	0.5857201571	NA	NA	23464.7537043863	539.0790941232	420.0334069128	9.3135326385	2.2973993289	77.9168421651	1.7276746103	4.370434508	2.7324573665	2.6243165563	1.0134074473
Sample143	10.2984528329	1.555498033	Inverse Simpson	Sample143	1	OSU	2014	3	1	8	4	1.4	3.4	3.1.4	3.1.4.8	2014.3.1.4.8	Seed	1		OSU.14.SDH.8.4.8	143	2	6	G	Seed	0	8	4	1	1	1	NA	24	22	NA	67.3333333333	129	1	519	NA	1.1431718062	NA	NA	9	0.4090909091	57.6666666667	23.5909090909	0.6725353046	0.7114431016	NA	NA	35014.306054439	15.4628420712	16.761293544	0	0.044161498	108.3972368522	0	4.5442579267	1.216504812	1.249474592	0
Sample144	9.9438754293	1.6468671256	Inverse Simpson	Sample144	1	OSU	2014	3	1	8	5	1.5	3.5	3.1.5	3.1.5.7	2014.3.1.5.7	Seed	1		OSU.14.SDH.8.5.7	144	2	6	H	Seed	0	7	4	0	1	1	NA	24	22	NA	49.1058823529	100.6	1	662.7	NA	1.45969163	NA	NA	17	0.7727272727	38.9823529412	30.1227272727	0.6038668388	0.6637701284	NA	NA	20690.3909808449	15.3722460144	1.2290891088	0	0.0742965468	7.9955076678	0	4.3157896871	1.2141082619	0.3481274299	0
Sample145	11.1925831021	1.4627441456	Inverse Simpson	Sample145	1	AS	2014	1	1	2	2	1.2	1.2	1.1.2	1.1.2.1	2014.1.1.2.1	Seed	1		AS.14.SDH.2.2.1	145	2	7	A	Seed	0	1	3	0	0	1	NA	20	18	NA	96.6	184	1	935.24	NA	2.06	NA	NA	15	0.8333333333	62.3493333333	51.9577777778	0.6652724629	0.6228911059	153	129	28440.9786945481	68.0492127768	22.3753848984	0.4257894654	0.2392646663	32.881181112	0.6257081427	4.4539598068	1.8391587316	1.3687587707	0.1540554016
Sample146	11.3320906828	1.1934255151	Inverse Simpson	Sample146	1	PC	2014	2	1	1	2	1.2	2.2	2.1.2	2.1.2.3	2014.2.1.2.3	Seed	1		PC.14.SDH.1.2.3	146	2	7	B	Seed	0	3	3	0	1	1	NA	16	15	NA	69.5714285714	114	1	402	NA	0.8854625551	NA	NA	7	0.4666666667	57.4285714286	26.8	0.7914703886	0.7914703886	NA	NA	21849.8468284163	12013.8745104888	10552.1798755968	226.0825951091	54.9837928148	87.8332786511	1.8818458184	4.3394682727	4.0797192392	4.0233833406	2.3561838487
Sample147	22.8315949437	2.1827139431	Inverse Simpson	Sample147	1	OSU	2014	3	2	9	3	2.3	3.3	3.2.3	3.2.3.2	2014.3.2.3.2	Seed	1		OSU.14.SDH.9.3.2	147	2	7	C	Seed	0	2	3	1	0	1	NA	24	22	NA	63.1428571429	91	1	345	NA	0.7599118943	NA	NA	7	0.3181818182	49.2857142857	15.6818181818	0.6404026565	0.6684912162	NA	NA	26242.5458498119	4.7112654816	0	0	0.017952776	0	0	4.4190225136	0.7567323483	0	0
Sample148	14.4382885783	2.0462757898	Inverse Simpson	Sample148	1	OSU	2014	3	2	9	4	2.4	3.4	3.2.4	3.2.4.2	2014.3.2.4.2	Seed	1		OSU.14.SDH.9.4.2	148	2	7	D	Seed	0	2	3	1	0	1	NA	24	22	NA	61.6153846154	106	1	652	NA	1.436123348	NA	NA	13	0.5909090909	50.1538461538	29.6363636364	0.6551066917	0.6404727054	NA	NA	37163.5418229627	7.1781866928	5.7620581872	0	0.0193151307	80.2717794033	0	4.570128783	0.9126570205	0.8300789035	0
Sample149	13.4108795455	1.8962648917	Inverse Simpson	Sample149	1	AS	2014	1	1	2	2	1.2	1.2	1.1.2	1.1.2.3	2014.1.1.2.3	Seed	1		AS.14.SDH.2.2.3	149	2	7	E	Seed	0	3	3	0	1	1	NA	20	18	NA	114.21875	218	1	2587.8	NA	5.7	NA	NA	32	1.7777777778	80.86875	143.7666666667	0.7431860131	0.6416797488	73	103	28557.291010284	369.706752156	342.9276082512	7.5415194452	1.2946142266	92.7566527393	2.0398652178	4.4557322148	2.5690304965	2.5364670395	0.9315351339
Sample150	14.035651377	1.9308968354	Inverse Simpson	Sample150	1	PC	2014	2	1	1	2	1.2	2.2	2.1.2	2.1.2.4	2014.2.1.2.4	Seed	1		PC.14.SDH.1.2.4	150	2	7	F	Seed	0	4	3	1	1	1	NA	16	15	NA	73.8333333333	120	1	355	NA	0.781938326	NA	NA	6	0.4	59.1666666667	23.6666666667	0.7128757717	0.7128757717	NA	NA	21754.9768707325	219.064567464	148.357548216	2.8336565922	1.0069629987	67.7232059632	1.2935257513	4.3375785884	2.3425501225	2.1742271758	0.5836132074
Sample151	21.9609036905	2.4434354786	Inverse Simpson	Sample151	1	OSU	2014	3	2	10	1	2.1	3.1	3.2.1	3.2.1.2	2014.3.2.1.2	Seed	1		OSU.14.SDH.10.1.2	151	2	7	G	Seed	0	2	3	1	0	1	NA	24	22	NA	73.8	147	1	897	NA	1.9757709251	NA	NA	15	0.6818181818	59.8	40.7727272727	0.6250869737	0.6454006071	NA	NA	34292.5925021323	37.5321486144	0	0.0726051599	0.1094468102	0	0.1934479175	4.535212983	1.5858232266	0	0.0304398819
Sample152	18.9042037578	3.1688923122	Inverse Simpson	Sample152	1	OSU	2014	3	2	11	1	2.1	3.1	3.2.1	3.2.1.6	2014.3.2.1.6	Seed	1		OSU.14.SDH.11.1.6	152	2	7	H	Seed	0	6	4	1	0	1	NA	24	22	NA	71.8333333333	103	1	707	NA	1.5572687225	NA	NA	12	0.5454545455	58.9166666667	32.1363636364	0.7878527722	0.7495498216	NA	NA	32653.3884571614	91.785226272	158.246130216	0	0.2810894385	172.4091519337	0	4.5139415548	1.9674788312	2.2020688875	0
Sample153	12.4738868292	2.0006661475	Inverse Simpson	Sample153	1	AS	2014	1	3	5	2	3.2	1.2	1.3.2	1.3.2.1	2014.1.3.2.1	Seed	1		AS.14.SDH.5.2.1	153	2	8	A	Seed	0	1	3	0	0	1	NA	20	18	NA	119.2272727273	183	1	1825.08	NA	4.02	NA	NA	22	1.2222222222	82.9581818182	101.3933333333	0.5971108382	0.5513815426	78	103	26336.738130282	219.2215730088	41.8339194048	0	0.8323793627	19.0829391609	0	4.4205784753	2.3428598604	1.6317878152	0
Sample154	12.4958588702	1.7285465282	Inverse Simpson	Sample154	1	PC	2014	2	1	1	3	1.3	2.3	2.1.3	2.1.3.1	2014.2.1.3.1	Seed	1		PC.14.SDH.1.3.1	154	2	8	B	Seed	0	1	3	0	0	1	NA	16	15	NA	45.125	63	1	425	NA	0.936123348	NA	NA	8	0.5333333333	53.125	28.3333333333	0.5502455402	0.5502455402	NA	NA	31833.1758897876	157.551464232	13.3119721872	0	0.4949285135	8.4492849699	0	4.5028936115	2.2001702571	1.1556994836	0
Sample155	20.3459138056	3.1752655466	Inverse Simpson	Sample155	1	OSU	2014	3	2	11	2	2.2	3.2	3.2.2	3.2.2.6	2014.3.2.2.6	Seed	1		OSU.14.SDH.11.2.6	155	2	8	C	Seed	0	6	4	1	0	1	NA	24	22	NA	67.3125	126	1	887	NA	1.9537444934	NA	NA	16	0.7272727273	55.4375	40.3181818182	0.7794414613	0.7519820982	NA	NA	31934.1225650568	10.1999292024	3.78214212	0	0.0319405338	37.0800820766	0	4.5042685873	1.0492152774	0.6796224787	0
Sample156	5.0583607211	0.5329127018	Inverse Simpson	Sample156	1	OSU	2014	3	2	11	4	2.4	3.4	3.2.4	3.2.4.7	2014.3.2.4.7	Seed	1		OSU.14.SDH.11.4.7	156	2	8	D	Seed	0	7	4	0	1	1	NA	24	22	NA	61.0909090909	105	1	541	NA	1.1916299559	NA	NA	11	0.5	49.1818181818	24.5909090909	0.7148220715	0.6733530497	NA	NA	37791.7934609987	6.2651647416	5.2683682656	0	0.0165781091	84.0898600897	0	4.5774089941	0.8612454666	0.7971545033	0
Sample157	6.6723603554	0.9991500601	Inverse Simpson	Sample157	1	AS	2014	1	3	5	2	3.2	1.2	1.3.2	1.3.2.2	2014.1.3.2.2	Seed	1		AS.14.SDH.5.2.2	157	2	8	E	Seed	0	2	3	1	0	1	NA	20	18	NA	77.112	172.368	1	1298.44	NA	2.86	NA	NA	27	1.5	48.0903703704	72.1355555556	0.5397606337	0.5791324088	82	120.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample158	10.1706175244	1.4728033759	Inverse Simpson	Sample158	1	PC	2014	2	1	1	3	1.3	2.3	2.1.3	2.1.3.2	2014.2.1.3.2	Seed	1		PC.14.SDH.1.3.2	158	2	8	F	Seed	0	2	3	1	0	1	NA	16	15	NA	77.0721428571	133.49	1	865	NA	1.9052863436	NA	NA	14	0.9333333333	61.7857142857	57.6666666667	0.6045282389	0.6045282389	NA	NA	30101.28182613	2004.7175606328	1791.38626062	40.4438274181	6.6599076153	89.3585358755	2.0174326904	4.4785994174	3.3022697769	3.2534316062	1.6174598565
Sample159	18.2083549843	1.9856587329	Inverse Simpson	Sample159	1	OSU	2014	3	2	12	1	2.1	3.1	3.2.1	3.2.1.1	2014.3.2.1.1	Seed	1		OSU.14.SDH.12.1.1	159	2	8	G	Seed	0	1	3	0	0	1	NA	24	22	NA	62	152	1	789	NA	1.7378854626	NA	NA	15	0.6818181818	52.6	35.8636363636	0.5785070988	0.6022288023	NA	NA	46507.8208045182	3.3093246432	1.9606619064	0	0.0071156304	59.2465870772	0	4.6675353284	0.6344092129	0.4713888158	0
Sample160	25.9364852449	2.7691695747	Inverse Simpson	Sample160	1	OSU	2014	3	2	12	3	2.3	3.3	3.2.3	3.2.3.8	2014.3.2.3.8	Seed	1		OSU.14.SDH.12.3.8	160	2	8	H	Seed	0	8	4	1	1	1	NA	24	22	NA	58.6625	92.17	1	208.59	NA	0.4594493392	NA	NA	4	0.1818181818	52.1475	9.4813636364	0.6186240791	0.687629563	NA	NA	43320.9018585932	11.9104762872	0	0	0.0274936019	0	0	4.6367075142	1.1109422643	0	0
Sample161	3.001998301	0.349745775	Inverse Simpson	Sample161	1	AS	2014	1	3	5	3	3.3	1.3	1.3.3	1.3.3.3	2014.1.3.3.3	Seed	1		AS.14.SDH.5.3.3	161	2	9	A	Seed	0	3	3	0	1	1	NA	20	18	NA	115.875	177	1	2002.14	NA	4.41	NA	NA	24	1.3333333333	83.4225	111.23	0.5169061797	0.5119655945	140	150	23511.7165308709	12.5923837704	3.0279207912	0.268295125	0.0535579091	24.0456520895	2.1306142657	4.371302808	1.133295628	0.6050809216	0.1032203231
Sample162	12.101703338	1.5402777017	Inverse Simpson	Sample162	1	PC	2014	2	1	1	3	1.3	2.3	2.1.3	2.1.3.3	2014.2.1.3.3	Seed	1		PC.14.SDH.1.3.3	162	2	9	B	Seed	0	3	3	0	1	1	NA	16	15	NA	72.8333333333	106	1	711	NA	1.5660792952	NA	NA	12	0.8	59.25	47.4	0.8303780709	0.8303780709	NA	NA	34600.845721465	87.8471605584	68.0579018208	1.8278685615	0.2538873219	77.4730809604	2.0807372144	4.5390992654	1.9486435529	1.8392133791	0.4514592197
Sample163	12.3383581866	1.6770765861	Inverse Simpson	Sample163	1	OSU	2014	3	2	12	4	2.4	3.4	3.2.4	3.2.4.3	2014.3.2.4.3	Seed	1		OSU.14.SDH.12.4.3	163	2	9	C	Seed	0	3	3	0	1	1	NA	24	22	NA	93.625	133	1	768	NA	1.6916299559	NA	NA	8	0.3636363636	96	34.9090909091	0.6166091618	0.6414668886	NA	NA	44471.6002291807	8.82308874	2.5600998648	0	0.0198398274	29.0159142704	0	4.6480925226	0.9922480674	0.5514621806	0
Sample164	12.0252740338	1.7629123325	Inverse Simpson	Sample164	1	OSU	2014	3	2	12	5	2.5	3.5	3.2.5	3.2.5.4	2014.3.2.5.4	Seed	1		OSU.14.SDH.12.5.4	164	2	9	D	Seed	0	4	3	1	1	1	NA	24	22	NA	74	142	1	966	NA	2.127753304	NA	NA	16	0.7272727273	60.375	43.9090909091	0.6451270235	0.6807817945	NA	NA	46210.9136247634	8.9200418688	7.902177432	0	0.0193028901	88.589017274	0	4.6647539529	0.9965135052	0.9494962461	0
Sample165	18.1525284786	2.7306742293	Inverse Simpson	Sample165	1	AS	2014	1	3	5	3	3.3	1.3	1.3.3	1.3.3.4	2014.1.3.3.4	Seed	1		AS.14.SDH.5.3.4	165	2	9	E	Seed	0	4	3	1	1	1	NA	20	18	NA	109.6666666667	168	1	1870.48	NA	4.12	NA	NA	27	1.5	69.277037037	103.9155555556	0.6958817674	0.6334550607	132	119	22122.9281980831	582.5764251072	361.4469605136	12.6478082454	2.6333603757	62.0428402071	2.1710127119	4.3448622403	2.7660977393	2.5592444621	1.1350629119
