"","SampleID","Experiment","Farm","Year","farm_number","section","row","block","section_block","farm_block","year_farm_block","farm_section_block","year_farm_section_block","farm_section_block_treatment","year_farm_section_block_treatment","Sample_type","DNA","DNA_sample_name","DNA_seq_number","DNA_plate_number","DNA_col","DNA_row","Tissue","DNA_control","Treatment","Seed_source","Disinfection","Inoculation","plot_level","soil_moisture_at_planting","plants_at_planting","approx_plants_at_harvest","cob.weight.grams","cob_weight_g_plot_avg","max_cob_weight_plot","is_disease_score","seed_weight_g_plot","seed_weight_g_block","lb_seeds_plot","lb_seeds_block","cob_count_wk12","cob_count","cobs_per_plant","seeds_per_cob_g","Seeds_per_plant","disease","disease_plot_avg","Height","Height_avg","copies_ITS_all","copies_Fus_all","copies_Fverti_all","copies_Fum_all","perc_Fus_ITS","perc_Fvert_Fus","perc_Fum_Fus","log_copies_ITS_all","log_copies_Fus_all","log_copies_Fverti_all","log_copies_Fum_all","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher","Richness_raref","Richness_raref_sd","Inverse_Simpson_raref","Inverse_Simpson_raref_sd"
"Sample143","Sample143","1","OSU","2014","3","1","8","4","1.4","3.4","2014.3.4","OSU.1.4","2014.OSU.1.4","3.1.4.8","2014.3.1.4.8","Seed","1","OSU.14.SDH.8.4.8","143","2","6","G","Seed","0","8","4","1","1","1","",24,22,NA,67.3333333333,129,1,519,NA,1.1431718062,NA,NA,9,0.4090909091,57.6666666667,23.5909090909,0.6725353046,0.7114431016,NA,NA,35014.306054439,15.4628420712,16.761293544,0,0.044161498,108.3972368522,0,4.5442579267,1.216504812,1.249474592,0,314,694.625,85.1014780399611,753.388529471335,17.399415145681,3.39723851956849,0.89685177668554,9.69478647200137,73.8590841464791,47.55,4.01858058261744,9.53184395088848,1.35554979929596
"Sample66","Sample66","1","PC","2014","2","2","3","3","2.3","2.3","2014.2.3","PC.2.3","2014.PC.2.3","2.2.3.2","2014.2.2.3.2","Crown","1","PC.14.CR8.2.3.2","66","1","9","B","Crown","0","2","4","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7062568897,NA,NA,NA,NA,0.2541675497,NA,NA,NA,NA,NA,NA,0.0983555597,NA,NA,898,1438.93548387097,72.6517831334221,1539.92498171087,23.8040447418794,4.42155985090318,0.932261295818214,14.7626089409146,242.684262718843,72.91,5.17002823195308,13.7072557878469,2.38539022496472
"Sample19","Sample19","1","AS","2014","1","2","1","1","2.1","1.1","2014.1.1","AS.2.1","2014.AS.2.1","1.2.1.4","2014.1.2.1.4","Crown","1","AS.14.CR8.2.1.4","19","1","3","C","Crown","0","4","3","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4765382084,NA,NA,NA,NA,0.0793577136,NA,NA,NA,NA,NA,NA,0.0331653995,NA,NA,765,1603,119.022224279889,1636.23397890784,26.3521249833297,4.90436522506569,0.979431390462142,48.6177735135402,227.331767369074,81.01,5.97553091339754,38.6098645441037,5.51359714324966
"Sample3","Sample3","1","AS","2014","1","1","1","1","1.1","1.1","2014.1.1","AS.1.1","2014.AS.1.1","1.1.1.2","2014.1.1.1.2","Crown","1","AS.14.CR8.1.1.2","3","1","1","C","Crown","0","2","3","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528999622,NA,NA,NA,NA,2.2454756815,NA,NA,NA,NA,NA,NA,0.5112783593,NA,NA,685,1151.79487179487,70.3875733622513,1166.85749663635,20.1372866541717,5.05157592350018,0.972469204802498,36.3229609906341,239.382458057073,89.06,5.18120145186891,29.6201186938951,6.14133143778603
"Sample15","Sample15","1","OSU","2014","3","2","2","2","2.2","3.2","2014.3.2","OSU.2.2","2014.OSU.2.2","3.2.2.5","2014.3.2.2.5","Crown","1","OSU.14.CR8.2.2.5","15","1","2","G","Crown","0","5","3","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7321612385,NA,NA,NA,NA,1.6529960156,NA,NA,NA,NA,NA,NA,0.4237365977,NA,NA,752,1458.16483516484,108.154921663702,1433.3335433187,22.9574551362792,5.29970089188166,0.985299102782925,68.0230590850249,218.333195777456,97.33,5.358001662764,48.6974488414608,9.37761242667903
"Sample8","Sample8","1","OSU","2014","3","2","3","3","2.3","3.3","2014.3.3","OSU.2.3","2014.OSU.2.3","3.2.3.2","2014.3.2.3.2","Crown","1","OSU.14.CR8.2.3.2","8","1","1","H","Crown","0","2","3","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6404026565,NA,NA,NA,NA,0.3194197249,NA,NA,NA,NA,NA,NA,0.1203829724,NA,NA,318,640.567567567567,75.902305295379,619.499282058128,15.5042334248712,4.25438616696666,0.957741300207756,23.6637663940513,89.4543623394978,68.37,4.23705396031562,21.3869273288104,3.48690829145038
"Sample47","Sample47","1","OSU","2014","3","2","5","5","2.5","3.5","2014.3.5","OSU.2.5","2014.OSU.2.5","3.2.5.5","2014.3.2.5.5","Crown","1","OSU.14.CR8.2.5.5","47","1","6","G","Crown","0","5","4","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811023834,NA,NA,NA,NA,0.3892634601,NA,NA,NA,NA,NA,NA,0.1427846132,NA,NA,460,774.279069767442,56.1458614105025,822.217974338608,17.333073967238,3.08306803233034,0.751133969197317,4.01822617885871,124.199959007408,48.76,5.79641128961566,3.9266202373056,0.638829903603322
"Sample34","Sample34","1","PC","2014","2","1","1","1","1.1","2.1","2014.2.1","PC.1.1","2014.PC.1.1","2.1.1.4","2014.2.1.1.4","Crown","1","PC.14.CR8.1.1.4","34","1","5","B","Crown","0","4","4","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638553297,NA,NA,NA,NA,0.1427061558,NA,NA,NA,NA,NA,NA,0.057934567,NA,NA,663,1322.38775510204,99.4746517622991,1471.12942175477,26.5204333803976,5.11750884536782,0.98807559275055,83.8616108189483,193.465669384057,90.91,5.85186666238589,56.0290015881637,6.57021039663449
"Sample28","Sample28","1","OSU","2014","3","2","2","2","2.2","3.2","2014.3.2","OSU.2.2","2014.OSU.2.2","3.2.2.8","2014.3.2.2.8","Crown","1","OSU.14.CR8.2.2.8","28","1","4","D","Crown","0","8","4","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7421955174,NA,NA,NA,NA,0.0915819626,NA,NA,NA,NA,NA,NA,0.0380563507,NA,NA,653,1529.37931034483,132.212766132913,1492.59034048156,25.2376880369054,4.52167108915487,0.921093519237164,12.6732302636286,243.503933179501,79.07,5.30342942221009,12.2120375077926,2.57303376105993
"Sample44","Sample44","1","OSU","2014","3","1","4","4","1.4","3.4","2014.3.4","OSU.1.4","2014.OSU.1.4","3.1.4.5","2014.3.1.4.5","Crown","1","OSU.14.CR8.1.4.5","44","1","6","D","Crown","0","5","4","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7594638013,NA,NA,NA,NA,1.6286444979,NA,NA,NA,NA,NA,NA,0.4197318554,NA,NA,704,1430.13513513513,103.407319054408,1677.04197169974,27.3772677248841,4.2770824803913,0.906194440390919,10.6603489619095,210.041691552243,74.54,5.54944714691145,10.6430930410452,2.34487350086974
"Sample163","Sample163","1","OSU","2014","3","2","12","4","2.4","3.4","2014.3.4","OSU.2.4","2014.OSU.2.4","3.2.4.3","2014.3.2.4.3","Seed","1","OSU.14.SDH.12.4.3","163","2","9","C","Seed","0","3","3","0","1","1","",24,22,NA,93.625,133,1,768,NA,1.6916299559,NA,NA,8,0.3636363636,96,34.9090909091,0.6166091618,0.6414668886,NA,NA,44471.6002291807,8.82308874,2.5600998648,0,0.0198398274,29.0159142704,0,4.6480925226,0.9922480674,0.5514621806,0,110,245,54.6847440755605,203.031637775883,8.24164131928787,3.26607575560804,0.92054954609295,12.5864605024146,30.785700498942,40.43,3.7288257419919,11.6804496973451,1.49084430454575
"Sample46","Sample46","1","OSU","2014","3","2","1","1","2.1","3.1","2014.3.1","OSU.2.1","2014.OSU.2.1","3.2.1.1","2014.3.2.1.1","Crown","1","OSU.14.CR8.2.1.1","46","1","6","F","Crown","0","1","3","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5785070988,NA,NA,NA,NA,0.6119806096,NA,NA,NA,NA,NA,NA,0.2073598134,NA,NA,823,1574.1015625,101.37147270377,1675.99894862636,27.3300910402092,4.61019421833548,0.966993574190806,30.2971308005556,219.225621397667,75.11,5.13631357801655,26.9392382444109,4.24164823454208
"Sample10","Sample10","1","OSU","2014","3","2","5","5","2.5","3.5","2014.3.5","OSU.2.5","2014.OSU.2.5","3.2.5.4","2014.3.2.5.4","Crown","1","OSU.14.CR8.2.5.4","10","1","2","B","Crown","0","4","3","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6451270235,NA,NA,NA,NA,1.4052740008,NA,NA,NA,NA,NA,NA,0.3811645569,NA,NA,524,898.72972972973,68.094166708259,960.677862055205,19.4224035914532,4.68175737575534,0.979578650345507,48.9683599232629,122.61119524316,77.71,4.51103025254697,38.2518519652098,5.50613856218144
"Sample132","Sample132","1","OSU","2014","3","1","3","2","1.2","3.2","2014.3.2","OSU.1.2","2014.OSU.1.2","3.1.2.4","2014.3.1.2.4","Seed","1","OSU.14.SDH.3.2.4","132","2","5","D","Seed","0","4","3","1","1","1","",24,22,NA,81.65,139,1,1368,NA,3.013215859,NA,NA,20,0.9090909091,68.4,62.1818181818,0.6700820741,0.6773823625,NA,NA,32796.8399243165,775.0076052792,254.7396547152,0,2.3630557306,32.8693103113,0,4.5158452419,2.8898659776,2.4077980745,0,69,143.375,36.4608867235578,129.113449666434,6.34844877548319,3.2936256803557,0.921130749160851,12.6792126127768,24.8966402494352,41.59,3.46437861555564,12.4341215548964,1.89593200307069
"Sample124","Sample124","1","OSU","2014","3","1","1","5","1.5","3.5","2014.3.5","OSU.1.5","2014.OSU.1.5","3.1.5.1","2014.3.1.5.1","Seed","1","OSU.14.SDH.1.5.1","124","2","4","D","Seed","0","1","3","0","0","1","",24,22,NA,98.4,135.1,1,712.1,NA,1.5685022026,NA,NA,9,0.4090909091,79.1222222222,32.3681818182,0.6936678771,0.6751439549,NA,NA,24829.0711600535,21.0582185976,24.8669240688,0.0707890534,0.0848127522,118.086551118,0.3361587927,4.3949779642,1.3435704363,1.4127447882,0.0297039228,117,318,77.3768723153239,294.007816591422,10.8607569504343,3.24836977584039,0.928632036912745,14.0118893231883,31.6615876592962,37.26,3.95075750312327,13.0575368946599,1.61441291808297
"Sample173","Sample173","1","AS","2014","1","3","6","2","3.2","1.2","2014.1.2","AS.3.2","2014.AS.3.2","1.3.2.4","2014.1.3.2.4","Seed","1","AS.14.SDH.6.2.4","173","2","10","E","Seed","0","4","3","1","1","1","",20,18,NA,107.8936170213,164,1,2201.9,NA,4.85,NA,NA,47,2.6111111111,46.8489361702,122.3277777778,0.5067667669,0.5940595001,125,111,30413.5743970353,9.4191544848,0,0,0.0309702318,0,0,4.4830817436,1.0178324774,0,0,121,190.391304347826,24.7692293013004,215.257506098705,8.9819408903962,2.50004549318341,0.775315115253571,4.45067767299327,28.3945583539401,31.46,3.22997326192142,4.46453214614936,0.587254672937572
"Sample98","Sample98","1","OSU","2013","3","0","","1","0.1","3.1","2013.3.1","OSU.0.1","2013.OSU.0.1","3.0.1.2","2013.3.0.1.2","Seed","1","OSU.13.SDH.0.1.2","98","2","1","B","Seed","0","2","1","1","0","1","0.0671357035",120,40,NA,91.6730769231,177,NA,794.5,4767,1.7515741018,10.509444611,70,52,1.3,91.6730769231,119.175,0.7347615894,0.7347615894,NA,NA,18457.3269158768,33.2671709101,NA,NA,NA,NA,NA,4.2661688045,1.5220158694,NA,NA,316,610.914893617021,64.8209879474229,656.661338073752,16.2791764334956,3.31043423964477,0.908563203937694,10.9365161845631,67.7429821175713,39.47,4.00114882492415,10.4151957400742,1.74075197973894
"Sample278","Sample278","2","OSU","2013","","","","","","","","","","","2013","Silk","1","Silk.13.OSU.2","278","3","11","F","Silk","0","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,570.964912280702,48.8109262369135,609.080923711937,15.5877271634915,3.16649110863433,0.891326499336717,9.2018752860316,71.786053293685,39.57,3.93445027798027,8.87871213931502,1.19850140551862
"Sample88","Sample88","1","OSU","2013","3","0","5","5","0.5","3.5","2013.3.5","OSU.0.5","2013.OSU.0.5","3.0.5.4","2013.3.0.5.4","Crown","1","OSU.13.CR8.0.5.4","88","1","11","H","Crown","0","4","2","1","0","0","0.0944165317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8260331126,NA,NA,NA,NA,0.1156404668,NA,NA,NA,NA,NA,NA,0.0475242587,NA,NA,1246,2392.58108108108,120.070956281162,2815.84728611613,36.5118370278842,4.36199394101163,0.910451392677803,11.1671195108818,341.376898379909,73,4.79688451081543,11.1775876871346,2.04203000196374
"Sample118","Sample118","1","OSU","2013","3","0","","6","0.6","3.6","2013.3.6","OSU.0.6","2013.OSU.0.6","3.0.6.2","2013.3.0.6.2","Seed","1","OSU.13.SDH.0.6.2","118","2","3","F","Seed","0","2","1","1","0","1","0.0944777658",120,40,NA,89.1785714286,167,NA,832.3333333333,4994,1.8349823924,11.0098943544,50,56,1.4,89.1785714286,124.85,0.6850397351,0.6850397351,NA,NA,20022.2307135971,372.7538713253,NA,NA,NA,NA,NA,4.3015124614,2.5714221626,NA,NA,220,430.933333333333,56.8636140789885,463.465153418734,13.5808895131493,3.45358010891014,0.932274875180609,14.7655689475183,51.9822992306702,42.81,3.78379052103452,13.7920124569766,1.63781863688865
"Sample171","Sample171","1","OSU","2014","3","2","14","1","2.1","3.1","2014.3.1","OSU.2.1","2014.OSU.2.1","3.2.1.7","2014.3.2.1.7","Seed","1","OSU.14.SDH.14.1.7","171","2","10","C","Seed","0","7","4","0","1","1","",24,22,NA,81.6252380952,144.45,1,1369.7,NA,3.0169603524,NA,NA,21,0.9545454545,65.2238095238,62.2590909091,0.7321414285,0.7172473561,NA,NA,29732.3050915205,768.7833304344,1371.9398511048,0.0956061925,2.5856835791,178.4559832131,0.0124360387,4.4732431871,2.8863685023,3.1376515111,0.0396544783,190,417.5,65.4560950122408,426.812393528918,12.5364025652337,3.28005548544619,0.909503019828381,11.0500924793688,46.7103863679659,40.01,3.88858728989219,10.5096319621976,1.52884346128765
"Sample172","Sample172","1","OSU","2014","3","2","14","2","2.2","3.2","2014.3.2","OSU.2.2","2014.OSU.2.2","3.2.2.5","2014.3.2.2.5","Seed","1","OSU.14.SDH.14.2.5","172","2","10","D","Seed","0","5","4","0","0","1","",24,22,NA,69.7857142857,123,1,815,NA,1.795154185,NA,NA,14,0.6363636364,58.2142857143,37.0454545455,0.7321612385,0.7072099675,NA,NA,39063.8218569657,187.4427453696,2.8771959048,0,0.4798371907,1.534973199,0,4.5917858482,2.2751794227,0.5885177454,0,136,428.6,111.810567936517,305.665983606557,9.98919147921822,3.59150272308036,0.943091793829361,17.5721581699746,41.2779797212241,46.63,3.46309547991826,15.8963195913347,2.05101891927831
"Sample78","Sample78","1","OSU","2013","3","0","4","4","0.4","3.4","2013.3.4","OSU.0.4","2013.OSU.0.4","3.0.4.3","2013.3.0.4.3","Crown","1","OSU.13.CR8.0.4.3","78","1","10","F","Crown","0","3","2","0","0","0","0.0783454209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7428145695,NA,NA,NA,NA,0.1457378241,NA,NA,NA,NA,NA,NA,0.0590852506,NA,NA,536,1336.41333333333,128.976943550747,1682.18016025434,28.1008158942459,2.97880788805725,0.798959361165658,4.97411869459888,129.340411804875,42.39,4.15822174502612,4.9285845480159,0.724702734358842
"Sample30","Sample30","1","OSU","2014","3","2","1","1","2.1","3.1","2014.3.1","OSU.2.1","2014.OSU.2.1","3.2.1.3","2014.3.2.1.3","Crown","1","OSU.14.CR8.2.1.3","30","1","4","F","Crown","0","3","3","0","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5566951146,NA,NA,NA,NA,0.1644212484,NA,NA,NA,NA,NA,NA,0.0661101219,NA,NA,248,630.5,87.0266246177127,746.923290910934,19.0030925256057,4.91024718176572,0.984661157024793,65.1939655172414,173.882808550044,89.81,4.88596216344604,47.9529775284744,6.37761548229456
"Sample17","Sample17","1","PC","2014","2","1","1","1","1.1","2.1","2014.2.1","PC.1.1","2014.PC.1.1","2.1.1.2","2014.2.1.1.2","Crown","1","PC.14.CR8.1.1.2","17","1","3","A","Crown","0","2","4","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7004601205,NA,NA,NA,NA,0.7027834695,NA,NA,NA,NA,NA,NA,0.2311594254,NA,NA,560,1105.0625,85.3620378152002,1201.14481638331,23.2090705094685,3.34275695805545,0.839379203854869,6.22584387576088,146.843567666409,47.78,3.98882276752265,6.20042758183022,1.04098580925333
"Sample22","Sample22","1","AS","2014","1","1","4","4","1.4","1.4","2014.1.4","AS.1.4","2014.AS.1.4","1.1.4.4","2014.1.1.4.4","Crown","1","AS.14.CR8.1.4.4","22","1","3","F","Crown","0","4","3","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5380749917,NA,NA,NA,NA,0.0514526377,NA,NA,NA,NA,NA,NA,0.0217897148,NA,NA,620,1504.69230769231,138.668328507348,1589.02468974334,26.5612762018557,4.87621942116527,0.975219466587634,40.3542564382813,209.194487495663,83.13,4.76234175484068,33.5549745965801,5.35405365798175
"Sample86","Sample86","1","OSU","2013","3","0","5","5","0.5","3.5","2013.3.5","OSU.0.5","2013.OSU.0.5","3.0.5.3","2013.3.0.5.3","Crown","1","OSU.13.CR8.0.5.3","86","1","11","F","Crown","0","3","2","0","0","0","0.0853552895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7442516556,NA,NA,NA,NA,0.2126411487,NA,NA,NA,NA,NA,NA,0.0837323011,NA,NA,1219,2067.17415730337,100.541280820007,2028.25110895213,25.9115580374494,4.60113443937415,0.954515124665256,21.9853301265649,304.586611807549,71.67,5.53602526706443,19.8411785970325,3.55369326634256
"Sample92","Sample92","1","OSU","2013","3","0","6","6","0.6","3.6","2013.3.6","OSU.0.6","2013.OSU.0.6","3.0.6.2","2013.3.0.6.2","Crown","1","OSU.13.CR8.0.6.2","92","1","12","D","Crown","0","2","1","1","0","0","0.082223072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6105761589,NA,NA,NA,NA,0.1829752902,NA,NA,NA,NA,NA,NA,0.0729756732,NA,NA,806,1981.24299065421,158.083565163276,2117.54878498495,29.9249756834421,3.6320493615443,0.852737693970559,6.79060397030639,218.011635220074,55.9,4.95739423243276,6.67526623854567,1.06528453818135
"Sample180","Sample180","1","OSU","2014","3","2","15","1","2.1","3.1","2014.3.1","OSU.2.1","2014.OSU.2.1","3.2.1.3","2014.3.2.1.3","Seed","1","OSU.14.SDH.15.1.3","180","2","11","D","Seed","0","3","3","0","1","1","",24,22,NA,67.1666666667,120,1,672,NA,1.4801762115,NA,NA,12,0.5454545455,56,30.5454545455,0.5566951146,0.5881286765,NA,NA,41211.3480019212,NA,NA,NA,NA,NA,NA,4.6150273584,NA,NA,NA,121,247.428571428571,47.6429369745995,230.942874131963,9.10755031380399,2.86576806964288,0.868158278744588,7.58485243121742,30.5256032334742,35.67,3.80073092385604,7.46601512711596,0.900202552365156
"Sample227","Sample227","2","AS","2012","1","","","","","","","","","","2012","Seed_stock","1","CRG.12.ASss","227","3","5","C","Seed","0","","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,44.2,10.2090542725696,45.0845765804443,3.60603851764501,2.65364645745916,0.893439532472429,9.3843432109686,10.129223375614,24.05,2.15732250811982,8.99960253761114,0.81151587242193
"Sample115","Sample115","1","OSU","2013","3","0","","5","0.5","3.5","2013.3.5","OSU.0.5","2013.OSU.0.5","3.0.5.3","2013.3.0.5.3","Seed","1","OSU.13.SDH.0.5.3","115","2","3","C","Seed","0","3","2","0","0","1","0.082223072",120,40,NA,93.1320754717,155,NA,822.6666666667,4936,1.813671023,10.882026138,57,53,1.325,93.1320754717,123.4,0.7380993377,0.7380993377,NA,NA,12819.374976596,19.863768886,NA,NA,NA,NA,NA,4.1078668512,1.2980616536,NA,NA,232,1035.07692307692,253.983717125856,734.951086563789,17.9091732907232,3.2430974730847,0.892585654252231,9.30974343360251,53.5697983395993,40.99,3.90931289010323,9.21158049471784,1.57346089163422
"Sample276","Sample276","2","CD","2012","0","","","","","","","","","","2012","Seed_stock","1","CRG.12.CD.B","276","3","11","D","Seed","0","","2","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,191.75,24.1214839979299,199.74651177394,7.86353938657864,3.77886432552064,0.962949318564637,26.990056896647,34.2986132350012,47.95,3.66907634318519,23.5591295331819,2.61939923543976
"Sample117","Sample117","1","OSU","2013","3","0","","6","0.6","3.6","2013.3.6","OSU.0.6","2013.OSU.0.6","3.0.6.1","2013.3.0.6.1","Seed","1","OSU.13.SDH.0.6.1","117","2","3","E","Seed","0","1","1","0","0","1","0.0944777658",120,40,NA,96.512195122,171,NA,659.5,3957,1.4539498051,8.7236988307,54,41,1.025,96.512195122,98.925,0.6497549669,0.6497549669,NA,NA,19661.1252160634,30.110642976,NA,NA,NA,NA,NA,4.2936083691,1.4787200294,NA,NA,205,506.037037037037,79.9193559127662,532.426312195847,15.0688040594685,2.99031026205849,0.86156912901467,7.22382220730211,55.1417663335905,37.25,4.23638639608921,7.04951832986164,1.05580737426017
"Sample50","Sample50","1","PC","2014","2","2","2","2","2.2","2.2","2014.2.2","PC.2.2","2014.PC.2.2","2.2.2.4","2014.2.2.2.4","Crown","1","PC.14.CR8.2.2.4","50","1","7","B","Crown","0","4","4","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7005240416,NA,NA,NA,NA,0.3226219681,NA,NA,NA,NA,NA,NA,0.1214357318,NA,NA,265,485.676470588235,56.6338346647204,482.966356479962,12.9873593792186,4.41805960091259,0.978305675404744,46.0950049681963,74.6823922847497,67.57,4.3536934279582,35.8712681898471,4.42487524105903
"Sample1","Sample1","1","AS","2014","1","2","1","1","2.1","1.1","2014.1.1","AS.2.1","2014.AS.2.1","1.2.1.1","2014.1.2.1.1","Crown","1","AS.14.CR8.2.1.1","1","1","1","A","Crown","0","1","3","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6815257228,NA,NA,NA,NA,17.1509174164,NA,NA,NA,NA,NA,NA,1.2588985808,NA,NA,512,1026.55844155844,87.6207332583555,1092.38281231377,21.416968015976,5.18534102125969,0.985989390498988,71.3744823112619,199.772165145223,94.48,5.5640984821615,50.3007666971976,7.07261246617023
"Sample87","Sample87","1","OSU","2013","3","0","2","2","0.2","3.2","2013.3.2","OSU.0.2","2013.OSU.0.2","3.0.2.4","2013.3.0.2.4","Crown","1","OSU.13.CR8.0.2.4","87","1","11","G","Crown","0","4","2","1","0","0","0.0944165317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6421655629,NA,NA,NA,NA,0.1575852383,NA,NA,NA,NA,NA,NA,0.06355298,NA,NA,982,2125.76829268293,132.749118555902,2455.06908042292,34.1183453759944,2.90365614269832,0.766681162313113,4.28598054882305,230.350048657694,41.59,5.09326154161684,4.29482565769137,0.770020121781442
"Sample77","Sample77","1","OSU","2013","3","0","1","1","0.1","3.1","2013.3.1","OSU.0.1","2013.OSU.0.1","3.0.1.3","2013.3.0.1.3","Crown","1","OSU.13.CR8.0.1.3","77","1","10","E","Crown","0","3","2","0","0","0","0.0783454209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6946556291,NA,NA,NA,NA,0.2967140133,NA,NA,NA,NA,NA,NA,0.1128442042,NA,NA,503,1346.0625,142.977788251343,1542.0671343384,28.2869155178273,2.7542400127375,0.752824715274856,4.04571193722701,126.671557674262,40.54,3.90394775590146,4.10889832840226,0.485141171265989
"Sample13","Sample13","1","OSU","2014","3","2","1","1","2.1","3.1","2014.3.1","OSU.2.1","2014.OSU.2.1","3.2.1.6","2014.3.2.1.6","Crown","1","OSU.14.CR8.2.1.6","13","1","2","E","Crown","0","6","4","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7878527722,NA,NA,NA,NA,1.3088587301,NA,NA,NA,NA,NA,NA,0.363397361,NA,NA,457,828.753623188406,69.2215196971436,797.506949638894,16.9558205550856,5.47782132507158,0.992444442272479,132.352903129509,210.856381468045,106.15,4.82287269271137,73.5284083408036,7.63030536704234
"Sample9","Sample9","1","OSU","2014","3","1","4","4","1.4","3.4","2014.3.4","OSU.1.4","2014.OSU.1.4","3.1.4.1","2014.3.1.4.1","Crown","1","OSU.14.CR8.1.4.1","9","1","2","A","Crown","0","1","3","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717339866,NA,NA,NA,NA,2.1684457292,NA,NA,NA,NA,NA,NA,0.5008462727,NA,NA,336,686.01724137931,69.7413344056908,849.358050413638,20.4112092790512,2.52528909570683,0.812611783764187,5.33651485716467,73.048037074857,27.91,3.73110052278294,5.31736501072882,0.625626833173682
"Sample14","Sample14","1","OSU","2014","3","2","3","3","2.3","3.3","2014.3.3","OSU.2.3","2014.OSU.2.3","3.2.3.6","2014.3.2.3.6","Crown","1","OSU.14.CR8.2.3.6","14","1","2","F","Crown","0","6","4","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6312282152,NA,NA,NA,NA,3.6981019522,NA,NA,NA,NA,NA,NA,0.6719224371,NA,NA,549,1000.85897435897,78.2164428050098,1013.36428633982,18.878341793319,4.19010005304805,0.924563130173671,13.2561173641246,139.309449868139,68.72,4.21656186239381,12.9248122972108,2.57025956636392
"Sample7","Sample7","1","OSU","2014","3","1","5","5","1.5","3.5","2014.3.5","OSU.1.5","2014.OSU.1.5","3.1.5.2","2014.3.1.5.2","Crown","1","OSU.14.CR8.1.5.2","7","1","1","G","Crown","0","2","3","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6915030271,NA,NA,NA,NA,0.2426457059,NA,NA,NA,NA,NA,NA,0.0943473234,NA,NA,902,1532.89240506329,81.87682100198,1623.10945442773,25.3486137781568,5.6656490589613,0.99081821067352,108.911233360147,336.226592441979,106.07,5.66801231794389,66.465621406466,8.05225630967238
